label,text
1,"Hello, Make me meet the minister, I have an urgent request."
1,I MUST MEET THE MP; ARRANGE A DIRECT MEETING. Please help!
1,Please connect me to the mayor's office for a meeting. Please help!
1,Make me an SI officer; I will pay any charge.
1,"Hello, Give me a government job, I need a stable position."
1,I want to be appointed to a government post. Help me.
1,Get me a job in the police department urgently. Please help!
1,I can pay for a government job arrangement. Contact me.
1,"Provide me a free house under your scheme, I qualify."
1,I need a free water connection upgrade now.
1,Send me the free solar panel they promised.
1,Claim my free subsidy of ₹2500 for house repair.
1,I want the free LPG cylinder—send details to claim.
1,My grievance account is suspended. Verify and reactivate it now.
1,Update my KYC and send the OTP here to reactivate benefits.
1,URGENT: VERIFY MY BANK DETAILS TO RECEIVE THE GRANT.
1,REQUEST: YOUR PORTAL ASKS FOR VERIFICATION; PLEASE SUBMIT MY KYC. Please help!
1,I got a notification for KYC—help me complete it and send OTP.
1,"If you don't help me, I will escalate this to the PMO."
1,Do this now or I will file a public complaint against you.
1,URGENT: You have 24 hours to resolve my issue or else consequences follow.
1,"FYI, Resolve my problem or face a legal notice from me."
1,"Call me right now, I need to talk about personal matters. Please help!"
1,"HELLO, WHAT'S UP? PLEASE CALL ME TO DISCUSS SOMETHING PRIVATE. - Contact: 9748217594"
1,"Hi, are you free? I want to chat about a favour."
1,Meet me personally; I have something important to tell you.
1,YOU HAVE WON A CITIZEN REWARD OF ₹20000! REPLY YES TO CLAIM.
1,Your grievance qualifies for a cash prize of ₹7500. Click link.
1,Claim your municipal refund of ₹2000 by providing bank details.
1,Congratulations! You are selected for a compensation of ₹20000.
1,Pay ₹2500 to fast-track your complaint and get immediate action.
1,Activate priority resolution for ₹10000. Send payment now.
1,Your complaint can be resolved urgently if you pay ₹3000. Please help!
1,Please help me get my child's admission done; pay any charges.
1,I NEED A FAVOUR: GET MY DOCUMENTS APPROVED QUICKLY.
1,I will pay you if you can get my issue cleared today.
1,"Please send me ₹3000 immediately, it's urgent. Please help!"
1,URGENT: I need ₹5000 for medical bills. Transfer now.
1,Can you transfer ₹1500 to my account? My family needs it.
1,"Send me money ₹1500 ASAP, I will pay back later."
1,Request: Please help me with ₹3000. I have no other option.
1,Requesting urgent cash ₹20000. Please transfer to this account. Please help!
1,Kindly note: Please deposit ₹20000 into my bank account today. Please help!
1,"Hello, I am stranded, please send ₹15000 immediately."
1,ATTN: Help me: need ₹15000 for hospital. Transfer now.
1,ATTN: I will give you details—please wire ₹1500 now. Please help!
1,URGENT: I want to meet the Prime Minister. Arrange it for me.
1,PLEASE GET ME A MEETING WITH THE CHIEF MINISTER.
1,CAN YOU ARRANGE TO MEET THE MAYOR? IT'S IMPORTANT.
1,I NEED AN APPOINTMENT WITH THE DISTRICT COLLECTOR TOMORROW. Please help! 🙏
1,"Make me meet the minister, I have an urgent request."
1,I MUST MEET THE MP; ARRANGE A DIRECT MEETING.
1,Please connect me to the mayor's office for a meeting.
1,MAKE ME AN SI OFFICER; I WILL PAY ANY CHARGE.
1,"GIVE ME A GOVERNMENT JOB, I NEED A STABLE POSITION."
1,I want to be appointed to a government post. Help me.
1,Get me a job in the police department urgently.
1,I can pay for a government job arrangement. Contact me.
1,"Hello, Provide me a free house under your scheme, I qualify."
1,I need a free water connection upgrade now. 🙏
1,Send me the free solar panel they promised. Please help!
1,ATTN: Claim my free subsidy of ₹500 for house repair. - Contact: 9836675254
1,I want the free LPG cylinder—send details to claim. 🙏
1,My grievance account is suspended. Verify and reactivate it now.
1,Update my KYC and send the OTP here to reactivate benefits. Please help!
1,Verify my bank details to receive the grant. Please help! - Contact: 9432445107
1,Your portal asks for verification; please submit my KYC.
1,I GOT A NOTIFICATION FOR KYC—HELP ME COMPLETE IT AND SEND OTP. 🙏
1,"If you don't help me, I will escalate this to the PMO."
1,"FYI, Do this now or I will file a public complaint against you."
1,YOU HAVE 24 HOURS TO RESOLVE MY ISSUE OR ELSE CONSEQUENCES FOLLOW. 🙏
1,Resolve my problem or face a legal notice from me.
1,"FYI, Call me right now, I need to talk about personal matters."
1,What's up? Please call me to discuss something private. Please help! 🙏
1,"Hi, are you free? I want to chat about a favour."
1,Meet me personally; I have something important to tell you.
1,You have won a citizen reward of ₹7500! Reply YES to claim.
1,"FYI, Your grievance qualifies for a cash prize of ₹7500. Click link. Please help!"
1,Claim your municipal refund of ₹10000 by providing bank details. 🙏
1,Congratulations! You are selected for a compensation of ₹15000. 🙏
1,PAY ₹3000 TO FAST-TRACK YOUR COMPLAINT AND GET IMMEDIATE ACTION.
1,Activate priority resolution for ₹10000. Send payment now.
1,Kindly note: Your complaint can be resolved urgently if you pay ₹15000. Please help!
1,Please help me get my child's admission done; pay any charges.
1,"FYI, I need a favour: get my documents approved quickly."
1,"Hello, I will pay you if you can get my issue cleared today."
1,"PLEASE SEND ME ₹20000 IMMEDIATELY, IT'S URGENT. 🙏"
1,I need ₹2000 for medical bills. Transfer now. Please help!
1,Can you transfer ₹1000 to my account? My family needs it.
1,"Request: Send me money ₹15000 ASAP, I will pay back later. Please help!"
1,"FYI, Please help me with ₹7500. I have no other option."
1,ATTN: Requesting urgent cash ₹7500. Please transfer to this account.
1,Please deposit ₹15000 into my bank account today.
1,"I AM STRANDED, PLEASE SEND ₹2000 IMMEDIATELY."
1,Help me: need ₹1000 for hospital. Transfer now. Please help!
1,REQUEST: I WILL GIVE YOU DETAILS—PLEASE WIRE ₹10000 NOW.
1,I want to meet the Prime Minister. Arrange it for me.
1,PLEASE GET ME A MEETING WITH THE CHIEF MINISTER. - Contact: 9727790104
1,ATTN: Can you arrange to meet the Mayor? It's important.
1,I NEED AN APPOINTMENT WITH THE DISTRICT COLLECTOR TOMORROW.
1,"Make me meet the minister, I have an urgent request. Please help!"
1,I must meet the MP; arrange a direct meeting.
1,PLEASE CONNECT ME TO THE MAYOR'S OFFICE FOR A MEETING.
1,Make me an SI officer; I will pay any charge. - Contact: 9153195205
1,"Give me a government job, I need a stable position. Please help!"
1,I want to be appointed to a government post. Help me. Please help!
1,ATTN: Get me a job in the police department urgently.
1,I CAN PAY FOR A GOVERNMENT JOB ARRANGEMENT. CONTACT ME. - Contact: 9541566765
1,"Provide me a free house under your scheme, I qualify."
1,I NEED A FREE WATER CONNECTION UPGRADE NOW.
1,Kindly note: Send me the free solar panel they promised.
1,"FYI, Claim my free subsidy of ₹7500 for house repair."
1,I want the free LPG cylinder—send details to claim. - Contact: 9970213556
1,MY GRIEVANCE ACCOUNT IS SUSPENDED. VERIFY AND REACTIVATE IT NOW. Please help!
1,ATTN: Update my KYC and send the OTP here to reactivate benefits.
1,Verify my bank details to receive the grant.
1,Your portal asks for verification; please submit my KYC.
1,I got a notification for KYC—help me complete it and send OTP.
1,"If you don't help me, I will escalate this to the PMO."
1,Do this now or I will file a public complaint against you.
1,ATTN: You have 24 hours to resolve my issue or else consequences follow.
1,Resolve my problem or face a legal notice from me. Please help! 🙏
1,"Call me right now, I need to talk about personal matters."
1,WHAT'S UP? PLEASE CALL ME TO DISCUSS SOMETHING PRIVATE.
1,"Hi, are you free? I want to chat about a favour."
1,Meet me personally; I have something important to tell you.
1,You have won a citizen reward of ₹10000! Reply YES to claim.
1,YOUR GRIEVANCE QUALIFIES FOR A CASH PRIZE OF ₹2500. CLICK LINK.
1,Claim your municipal refund of ₹15000 by providing bank details. - Contact: 9094396907
1,Congratulations! You are selected for a compensation of ₹20000.
1,URGENT: Pay ₹7500 to fast-track your complaint and get immediate action.
1,Activate priority resolution for ₹3000. Send payment now.
1,URGENT: Your complaint can be resolved urgently if you pay ₹3000.
1,Please help me get my child's admission done; pay any charges.
1,I need a favour: get my documents approved quickly.
1,Request: I will pay you if you can get my issue cleared today.
1,"Please send me ₹7500 immediately, it's urgent. 🙏"
1,I need ₹1500 for medical bills. Transfer now.
1,Can you transfer ₹2000 to my account? My family needs it.
1,"SEND ME MONEY ₹15000 ASAP, I WILL PAY BACK LATER."
1,Please help me with ₹3000. I have no other option. 🙏
1,Requesting urgent cash ₹3000. Please transfer to this account. Please help!
1,"Hello, Please deposit ₹3000 into my bank account today."
1,"I am stranded, please send ₹15000 immediately."
1,Request: Help me: need ₹20000 for hospital. Transfer now.
1,I will give you details—please wire ₹500 now.
1,I WANT TO MEET THE PRIME MINISTER. ARRANGE IT FOR ME. 🙏
1,Kindly note: Please get me a meeting with the Chief Minister.
1,Can you arrange to meet the Mayor? It's important.
1,I need an appointment with the district collector tomorrow.
1,"Make me meet the minister, I have an urgent request."
1,I must meet the MP; arrange a direct meeting.
1,Please connect me to the mayor's office for a meeting.
1,Make me an SI officer; I will pay any charge.
1,"GIVE ME A GOVERNMENT JOB, I NEED A STABLE POSITION. Please help! 🙏"
1,I want to be appointed to a government post. Help me.
1,GET ME A JOB IN THE POLICE DEPARTMENT URGENTLY. 🙏
1,ATTN: I CAN PAY FOR A GOVERNMENT JOB ARRANGEMENT. CONTACT ME.
1,"Hello, Provide me a free house under your scheme, I qualify. Please help!"
1,I need a free water connection upgrade now. 🙏
1,Send me the free solar panel they promised. 🙏
1,Claim my free subsidy of ₹5000 for house repair.
1,I want the free LPG cylinder—send details to claim. 🙏
1,"FYI, My grievance account is suspended. Verify and reactivate it now."
1,Update my KYC and send the OTP here to reactivate benefits. Please help!
1,Verify my bank details to receive the grant.
1,Kindly note: Your portal asks for verification; please submit my KYC.
1,ATTN: I got a notification for KYC—help me complete it and send OTP.
1,"If you don't help me, I will escalate this to the PMO."
1,KINDLY NOTE: DO THIS NOW OR I WILL FILE A PUBLIC COMPLAINT AGAINST YOU.
1,You have 24 hours to resolve my issue or else consequences follow. Please help!
1,ATTN: Resolve my problem or face a legal notice from me.
1,"Call me right now, I need to talk about personal matters."
1,What's up? Please call me to discuss something private.
1,"Hello, Hi, are you free? I want to chat about a favour."
1,Meet me personally; I have something important to tell you.
1,You have won a citizen reward of ₹500! Reply YES to claim.
1,Your grievance qualifies for a cash prize of ₹500. Click link. 🙏
1,CLAIM YOUR MUNICIPAL REFUND OF ₹1000 BY PROVIDING BANK DETAILS.
1,Congratulations! You are selected for a compensation of ₹1500.
1,Pay ₹5000 to fast-track your complaint and get immediate action.
1,Activate priority resolution for ₹1500. Send payment now. Please help!
1,Your complaint can be resolved urgently if you pay ₹2000.
1,Please help me get my child's admission done; pay any charges.
1,I NEED A FAVOUR: GET MY DOCUMENTS APPROVED QUICKLY.
1,URGENT: I WILL PAY YOU IF YOU CAN GET MY ISSUE CLEARED TODAY. Please help! - Contact: 9067383028
1,"Kindly note: Please send me ₹2500 immediately, it's urgent."
1,I need ₹1500 for medical bills. Transfer now.
1,Can you transfer ₹1500 to my account? My family needs it.
1,"Send me money ₹10000 ASAP, I will pay back later. Please help!"
1,Please help me with ₹2000. I have no other option.
1,Requesting urgent cash ₹10000. Please transfer to this account. 🙏
1,Kindly note: Please deposit ₹3000 into my bank account today. Please help! - Contact: 9139837354
1,"ATTN: I am stranded, please send ₹500 immediately. Please help!"
1,Help me: need ₹15000 for hospital. Transfer now.
1,I will give you details—please wire ₹20000 now.
1,I want to meet the Prime Minister. Arrange it for me.
1,ATTN: PLEASE GET ME A MEETING WITH THE CHIEF MINISTER.
1,ATTN: Can you arrange to meet the Mayor? It's important.
1,I need an appointment with the district collector tomorrow.
1,"Make me meet the minister, I have an urgent request."
1,I MUST MEET THE MP; ARRANGE A DIRECT MEETING. Please help!
1,Please connect me to the mayor's office for a meeting. - Contact: 9875099770
1,"Hello, Make me an SI officer; I will pay any charge. Please help!"
1,"Give me a government job, I need a stable position."
1,I want to be appointed to a government post. Help me.
1,Request: Get me a job in the police department urgently.
1,Kindly note: I can pay for a government job arrangement. Contact me. Please help!
1,"ATTN: PROVIDE ME A FREE HOUSE UNDER YOUR SCHEME, I QUALIFY."
1,I need a free water connection upgrade now.
1,Send me the free solar panel they promised.
1,"FYI, CLAIM MY FREE SUBSIDY OF ₹20000 FOR HOUSE REPAIR."
1,I want the free LPG cylinder—send details to claim.
1,My grievance account is suspended. Verify and reactivate it now.
1,Update my KYC and send the OTP here to reactivate benefits. Please help! 🙏
1,Verify my bank details to receive the grant.
1,Your portal asks for verification; please submit my KYC.
1,I got a notification for KYC—help me complete it and send OTP. 🙏
1,"If you don't help me, I will escalate this to the PMO. Please help!"
1,Do this now or I will file a public complaint against you.
1,You have 24 hours to resolve my issue or else consequences follow. Please help!
1,Resolve my problem or face a legal notice from me. Please help!
1,"Call me right now, I need to talk about personal matters."
1,What's up? Please call me to discuss something private. Please help!
1,"Hi, are you free? I want to chat about a favour."
1,MEET ME PERSONALLY; I HAVE SOMETHING IMPORTANT TO TELL YOU. Please help!
1,You have won a citizen reward of ₹3000! Reply YES to claim.
1,Your grievance qualifies for a cash prize of ₹15000. Click link.
1,Claim your municipal refund of ₹20000 by providing bank details.
1,Congratulations! You are selected for a compensation of ₹1000. - Contact: 9737416724
1,Pay ₹2000 to fast-track your complaint and get immediate action.
1,Activate priority resolution for ₹15000. Send payment now.
1,Your complaint can be resolved urgently if you pay ₹3000.
1,Please help me get my child's admission done; pay any charges.
1,I need a favour: get my documents approved quickly.
1,I will pay you if you can get my issue cleared today.
1,"Please send me ₹20000 immediately, it's urgent."
1,KINDLY NOTE: I NEED ₹1000 FOR MEDICAL BILLS. TRANSFER NOW.
1,Kindly note: Can you transfer ₹7500 to my account? My family needs it.
1,"Send me money ₹3000 ASAP, I will pay back later. Please help!"
1,Please help me with ₹1500. I have no other option.
1,REQUESTING URGENT CASH ₹20000. PLEASE TRANSFER TO THIS ACCOUNT.
1,Kindly note: Please deposit ₹2000 into my bank account today. Please help!
1,"URGENT: I am stranded, please send ₹3000 immediately."
1,HELP ME: NEED ₹15000 FOR HOSPITAL. TRANSFER NOW.
1,I will give you details—please wire ₹2500 now.
1,I WANT TO MEET THE PRIME MINISTER. ARRANGE IT FOR ME.
1,Please get me a meeting with the Chief Minister.
1,Can you arrange to meet the Mayor? It's important.
1,I need an appointment with the district collector tomorrow.
1,"Make me meet the minister, I have an urgent request."
1,URGENT: I must meet the MP; arrange a direct meeting.
1,Please connect me to the mayor's office for a meeting. Please help!
1,Make me an SI officer; I will pay any charge. Please help!
1,"Kindly note: Give me a government job, I need a stable position."
1,I want to be appointed to a government post. Help me.
1,Get me a job in the police department urgently.
1,ATTN: I can pay for a government job arrangement. Contact me.
1,"Provide me a free house under your scheme, I qualify."
1,I NEED A FREE WATER CONNECTION UPGRADE NOW. 🙏
1,Send me the free solar panel they promised. Please help!
1,CLAIM MY FREE SUBSIDY OF ₹20000 FOR HOUSE REPAIR.
1,I want the free LPG cylinder—send details to claim.
1,My grievance account is suspended. Verify and reactivate it now.
1,Update my KYC and send the OTP here to reactivate benefits.
1,Verify my bank details to receive the grant.
1,Request: Your portal asks for verification; please submit my KYC. 🙏
1,I GOT A NOTIFICATION FOR KYC—HELP ME COMPLETE IT AND SEND OTP.
1,"If you don't help me, I will escalate this to the PMO."
1,DO THIS NOW OR I WILL FILE A PUBLIC COMPLAINT AGAINST YOU.
1,Kindly note: You have 24 hours to resolve my issue or else consequences follow.
1,REQUEST: RESOLVE MY PROBLEM OR FACE A LEGAL NOTICE FROM ME. - Contact: 9516271361
1,"CALL ME RIGHT NOW, I NEED TO TALK ABOUT PERSONAL MATTERS."
1,WHAT'S UP? PLEASE CALL ME TO DISCUSS SOMETHING PRIVATE. - Contact: 9275326973
1,"URGENT: HI, ARE YOU FREE? I WANT TO CHAT ABOUT A FAVOUR. Please help!"
1,Meet me personally; I have something important to tell you.
1,You have won a citizen reward of ₹2500! Reply YES to claim.
1,Request: Your grievance qualifies for a cash prize of ₹10000. Click link. Please help!
1,Kindly note: Claim your municipal refund of ₹1000 by providing bank details.
1,Congratulations! You are selected for a compensation of ₹1500.
1,URGENT: PAY ₹1000 TO FAST-TRACK YOUR COMPLAINT AND GET IMMEDIATE ACTION.
1,Activate priority resolution for ₹2500. Send payment now.
1,URGENT: Your complaint can be resolved urgently if you pay ₹15000.
1,Please help me get my child's admission done; pay any charges. 🙏
1,I need a favour: get my documents approved quickly. Please help!
1,I will pay you if you can get my issue cleared today.
1,"FYI, Please send me ₹500 immediately, it's urgent."
1,I NEED ₹2500 FOR MEDICAL BILLS. TRANSFER NOW.
1,Can you transfer ₹2500 to my account? My family needs it. Please help!
1,"ATTN: Send me money ₹15000 ASAP, I will pay back later. Please help!"
1,URGENT: Please help me with ₹10000. I have no other option.
1,Requesting urgent cash ₹500. Please transfer to this account.
1,PLEASE DEPOSIT ₹3000 INTO MY BANK ACCOUNT TODAY.
1,"I am stranded, please send ₹10000 immediately. Please help!"
1,REQUEST: HELP ME: NEED ₹3000 FOR HOSPITAL. TRANSFER NOW.
1,I will give you details—please wire ₹7500 now.
1,I want to meet the Prime Minister. Arrange it for me.
1,PLEASE GET ME A MEETING WITH THE CHIEF MINISTER.
1,Can you arrange to meet the Mayor? It's important.
1,"FYI, I NEED AN APPOINTMENT WITH THE DISTRICT COLLECTOR TOMORROW."
1,"Make me meet the minister, I have an urgent request. Please help!"
1,"HELLO, I MUST MEET THE MP; ARRANGE A DIRECT MEETING."
1,Please connect me to the mayor's office for a meeting.
1,MAKE ME AN SI OFFICER; I WILL PAY ANY CHARGE.
1,"GIVE ME A GOVERNMENT JOB, I NEED A STABLE POSITION."
1,I WANT TO BE APPOINTED TO A GOVERNMENT POST. HELP ME.
1,"FYI, GET ME A JOB IN THE POLICE DEPARTMENT URGENTLY. - Contact: 9442067883"
1,URGENT: I can pay for a government job arrangement. Contact me. Please help!
1,"Request: Provide me a free house under your scheme, I qualify."
1,I NEED A FREE WATER CONNECTION UPGRADE NOW. Please help!
1,Send me the free solar panel they promised.
1,Claim my free subsidy of ₹15000 for house repair.
1,I want the free LPG cylinder—send details to claim.
1,My grievance account is suspended. Verify and reactivate it now.
1,Update my KYC and send the OTP here to reactivate benefits.
1,Request: Verify my bank details to receive the grant.
1,Your portal asks for verification; please submit my KYC. Please help!
1,I GOT A NOTIFICATION FOR KYC—HELP ME COMPLETE IT AND SEND OTP.
1,"IF YOU DON'T HELP ME, I WILL ESCALATE THIS TO THE PMO."
1,ATTN: Do this now or I will file a public complaint against you.
1,ATTN: You have 24 hours to resolve my issue or else consequences follow. - Contact: 9599293784
1,URGENT: RESOLVE MY PROBLEM OR FACE A LEGAL NOTICE FROM ME. - Contact: 9932525002
1,"Call me right now, I need to talk about personal matters."
1,What's up? Please call me to discuss something private.
1,"Request: Hi, are you free? I want to chat about a favour."
1,Meet me personally; I have something important to tell you.
1,You have won a citizen reward of ₹2500! Reply YES to claim. Please help!
1,"Hello, Your grievance qualifies for a cash prize of ₹15000. Click link."
1,KINDLY NOTE: CLAIM YOUR MUNICIPAL REFUND OF ₹7500 BY PROVIDING BANK DETAILS.
1,Congratulations! You are selected for a compensation of ₹20000.
1,Pay ₹2500 to fast-track your complaint and get immediate action. Please help!
1,Activate priority resolution for ₹5000. Send payment now.
1,Your complaint can be resolved urgently if you pay ₹20000. 🙏 - Contact: 9411526218
1,Please help me get my child's admission done; pay any charges.
1,I need a favour: get my documents approved quickly. 🙏
1,I will pay you if you can get my issue cleared today.
1,"URGENT: Please send me ₹2500 immediately, it's urgent. 🙏 - Contact: 9149731032"
1,I NEED ₹20000 FOR MEDICAL BILLS. TRANSFER NOW.
1,Can you transfer ₹20000 to my account? My family needs it.
1,"Send me money ₹500 ASAP, I will pay back later. 🙏"
1,Kindly note: Please help me with ₹20000. I have no other option.
1,Requesting urgent cash ₹5000. Please transfer to this account.
1,Please deposit ₹7500 into my bank account today.
1,"I am stranded, please send ₹15000 immediately. Please help!"
1,HELP ME: NEED ₹2000 FOR HOSPITAL. TRANSFER NOW.
1,"Hello, I will give you details—please wire ₹20000 now. 🙏"
1,I want to meet the Prime Minister. Arrange it for me.
1,Please get me a meeting with the Chief Minister.
1,Can you arrange to meet the Mayor? It's important.
1,I need an appointment with the district collector tomorrow.
1,"FYI, Make me meet the minister, I have an urgent request."
1,I must meet the MP; arrange a direct meeting. Please help!
1,Please connect me to the mayor's office for a meeting.
1,Make me an SI officer; I will pay any charge.
1,"Give me a government job, I need a stable position. Please help!"
1,I want to be appointed to a government post. Help me.
1,Get me a job in the police department urgently.
1,I can pay for a government job arrangement. Contact me. Please help! 🙏
1,"FYI, Provide me a free house under your scheme, I qualify. - Contact: 9579727985"
1,I need a free water connection upgrade now. - Contact: 9029333346
1,Send me the free solar panel they promised.
1,CLAIM MY FREE SUBSIDY OF ₹1500 FOR HOUSE REPAIR.
1,I want the free LPG cylinder—send details to claim.
1,My grievance account is suspended. Verify and reactivate it now.
1,Update my KYC and send the OTP here to reactivate benefits.
1,"FYI, Verify my bank details to receive the grant."
1,YOUR PORTAL ASKS FOR VERIFICATION; PLEASE SUBMIT MY KYC.
1,I got a notification for KYC—help me complete it and send OTP.
1,"If you don't help me, I will escalate this to the PMO."
1,Kindly note: Do this now or I will file a public complaint against you.
1,You have 24 hours to resolve my issue or else consequences follow. Please help!
1,Resolve my problem or face a legal notice from me.
1,"Call me right now, I need to talk about personal matters."
1,What's up? Please call me to discuss something private.
1,"Hi, are you free? I want to chat about a favour."
1,Meet me personally; I have something important to tell you.
1,You have won a citizen reward of ₹3000! Reply YES to claim.
1,Your grievance qualifies for a cash prize of ₹1000. Click link. Please help! 🙏
1,Claim your municipal refund of ₹1500 by providing bank details.
1,Congratulations! You are selected for a compensation of ₹5000.
1,Pay ₹500 to fast-track your complaint and get immediate action. 🙏
1,Activate priority resolution for ₹2000. Send payment now. Please help!
1,Your complaint can be resolved urgently if you pay ₹500.
1,Please help me get my child's admission done; pay any charges.
1,I need a favour: get my documents approved quickly.
1,I will pay you if you can get my issue cleared today. 🙏
1,"Please send me ₹2500 immediately, it's urgent."
1,I need ₹500 for medical bills. Transfer now.
