label,text
0,"Need additional police patrolling due to recent thefts."
0,"Public park grass overgrown; requires trimming."
0,"Broken water valve causing continuous flow of water."
0,"Complaint about damaged storm-water drain cover."
0,"Illegal hoardings obstructing traffic visibility."
0,"Bus stand lacking proper seating for commuters."
0,"Overgrown trees blocking streetlight illumination."
0,"Complaint about inconsistent electricity voltage."
0,"Public restroom out of service for many days."
0,"Footpath broken causing difficulty for wheelchair users."
0,"Complaint about high-tension wires too close to residential buildings."
0,"Improper garbage segregation observed in community bins."
0,"Water leakage from underground pipeline causing slippery road."
0,"Street sweeper not visiting the lane regularly."
0,"Damaged footpath tiles creating tripping hazard."
0,"Traffic congestion due to unauthorized U-turn near junction."
0,"Complaint about late-night shouting from nearby hostel."
0,"Street dog carcass lying unattended on the road."
0,"Uncovered drain causing mosquito breeding."
0,"High-speed biking in residential area causing safety concern."
0,"Complaint regarding illegal sale of firecrackers."
0,"Accumulation of waste material near construction site."
0,"Overcrowding at public bus stop due to infrequent buses."
0,"Vehicle horns creating noise pollution near hospital zone."
0,"Streetlight timer malfunctioning turning off too early."
0,"Poorly maintained public washroom behind the market."
0,"Drainage repair work left unfinished causing foul smell."
0,"Complaint regarding tree roots damaging footpath."
0,"Stagnant water near garbage dump attracting insects."
0,"Public park fountain not operational for months."
0,"Traffic police absent during peak traffic hours."
0,"Complaint regarding non-functional CCTV cameras."
0,"Roadside vendors blocking emergency exit route."
0,"Construction sand spilled on road leading to slippery conditions."
0,"Open sewer beside school posing health risk."
0,"Complaint about excessive honking near silent zone."
0,"Illegal bike racing reported at night."
0,"Public playground lights not functioning."
0,"Speed bump too high causing vehicle damage."
0,"Smoke from roadside food stalls causing breathing issues."
0,"Complaint about weak mobile network in locality."
0,"Damaged bus stop roof leaking during rain."
0,"Traffic cones missing at diversion point."
0,"Complaint about road paint faded at intersections."
0,"Rusted handrails on overbridge unsafe for use."
0,"Streetlight giving electric shocks on contact."
0,"Complaint regarding irregular garbage pickup schedule."
0,"Tree logs blocking pedestrian walkway."
0,"Illegal waste dumping in open plots."
0,"Broken water pipelines causing low pressure."
0,"Public park water cooler not functioning."
0,"Dangerous pothole filled with muddy water."
0,"Public library air-conditioning not working."
0,"Complaint about drunk men loitering near shops."
0,"Overgrown plants obstructing parking area."
0,"Complaint about poor ventilation in subway tunnel."
0,"Scooters parked on footpath blocking walkers."
0,"Long queue at water tap due to limited supply."
0,"Complaint about cracked walls in municipal school."
0,"Traffic barrier moved, causing confusion for drivers."
0,"Street dog population increasing due to lack of sterilization."
0,"Complaint about bus stop bench broken."
0,"Drain overflowing inside residential complex boundary."
0,"Complaint about frequent breakdown of nearby transformer."
0,"Water tank cleaning overdue for several months."
0,"Public garden locked during morning hours."
0,"Complaint about uneven road resurfacing work."
0,"Parking lot lights not functioning."
0,"Noisy generator running during night hours."
0,"Road signboard facing the wrong direction."
0,"Complaint about open plot being used as dumping yard."
0,"Pedestrian underpass lights flickering."
0,"Damaged storm drain grating requires repair."
0,"Complaint about lack of road reflectors at night."
0,"Footpath ramp broken at wheelchair access point."
0,"Street light wires exposed on pole base."
0,"Uncleared branches after pruning work."
0,"Complaint about sewer gas smell in basement parking."
0,"Overloaded trucks operating inside residential zones."
0,"Stray cattle damaging planted saplings."
0,"Public drinking water tap broken and leaking."
0,"Complaint about garbage truck arriving at odd hours."
0,"Footpath encroached by two-wheelers."
0,"Public charging point broken near bus stand."
0,"Lack of dustbins near public seating areas."
0,"Complaint about unsafe pedestrian crossing."
0,"Severe water shortage reported in Block F."
0,"Street side urinals in unhygienic condition."
0,"Complaint about uneven patchwork on main road."
0,"Water meter not functioning properly."
0,"Dust pollution due to road expansion work."
0,"Complaint about noisy shop shutters early morning."
0,"Drainage cover shaking when stepped on."
0,"Street vendors blocking entry to the metro station."
0,"Public cycle stand overcrowded."
0,"Complaint about over-speeding trucks."
0,"School zone signboard faded; needs repainting."
0,"Overgrowth of grass causing vision blockage near junction."
0,"Damaged curb stones near roadside."
0,"Complaint about poor lighting at underpass."
0,"Bus stop information board missing."
0,"Sewage water entering children’s play area."
0,"Complaint regarding broken tiles on central promenade."
0,"Roadside tree uprooted during storm."
0,"Complaint about food waste scattered by stray animals."
0,"Signal timing too short for pedestrians to cross safely."
0,"Bus shelter seat broken and rusted."
0,"Public handwash station without soap supply."
0,"Complaint regarding unauthorized posters on walls."
0,"Water pipeline burst during night causing flood in street."
0,"Lack of road studs on sharp turn causing accidents."
0,"Complaint about unsafe wooden barricades."
0,"Electric junction box left open near shop."
0,"Complaint about rusted street sign poles."
0,"Complaint about playground fence broken."
0,"Dirty stagnant water behind the community center."
0,"Complaint about missing street name board."
0,"Roadside garbage attracting stray dogs."
0,"Request for installation of additional streetlights."
0,"Public announcement speaker not working during emergencies."
0,"Complaint about torn public notice boards."
0,"Septic tank overflow behind market area."
0,"Complaint about damaged bollards on footpath."
0,"Public bus arriving late frequently."
0,"Drainage repair workers leaving debris on road."
0,"Complaint about slippery tiles near public fountain."
0,"Public borewell pump not working for two days."
0,"Water leakage from tanker creating muddy streets."
0,"Public toilet water tap broken."
0,"Noise from makeshift workshop disturbing residents."
0,"Complaint about improper speed breaker placement."
0,"Complaint about absence of traffic police at busy intersection."
0,"Road divider stones scattered on the side lane."
0,"Public water tap clogged and not functioning."
0,"Complaint regarding inefficient street cleaning schedule."
0,"Broken tiles in subway making it unsafe to walk."
0,"Public notice board vandalized with graffiti."
0,"Request for cleaning of drain blocked by leaves."
0,"Steps near footbridge slippery and dangerous."
0,"Footpath covered with mud after recent rains."
0,"Sewage chamber overflowing on main road."
0,"Complaint about lack of proper street signs."
0,"Public fountain leaking continuously wasting water."
0,"Request for removal of construction rods lying on road."
0,"Complaint regarding low illumination on major road."
0,"Roadside open pit without safety barricades."
0,"Damaged railings at pedestrian bridge."
0,"Garbage dumped illegally near school compound."
0,"Complaint about stagnant water inside market area."
0,"Loose electric cables hanging across walkway."
0,"Complaint regarding broken barricade at roadwork site."
0,"Public bus stop information sign damaged."
0,"Complaint about tree pruned improperly blocking walkway."
0,"Damaged pavement causing pedestrians to stumble."
0,"Uncollected waste attracting rodents in street corner."
0,"Complaint about erratic water tanker timings."
0,"Streetlight repaired but still not functioning properly."
0,"Complaint about poor condition of community hall toilets."
0,"Traffic congestion due to roadside food stalls."
0,"Open drain emitting foul odour in locality."
0,"Complaint regarding broken swings in children park."
0,"Footpath severely damaged due to heavy trucks."
0,"Complaint about unauthorized hooters installed on cars."
0,"Roadside tree blocking visibility for drivers."
0,"Open pit near metro construction site posing danger."
0,"Complaint about poor quality patchwork done recently."
0,"Bus stop without shade making it difficult in summer."
0,"Public water cooler leaking continuously."
0,"Complaint about slippery footpath tiles during rain."
0,"Transformers placed too close to residential houses."
0,"Complaint about irregular attendance of sanitation staff."
0,"Street vendors blocking fire exit path of community hall."
0,"Complaint about clogged stormwater drains."
0,"Request for resurfacing of worn-out road patches."
0,"Street dog menace increasing; need sterilization drive."
0,"Complaint about damaged fencing of public garden."
0,"Streetlight repair pending for over two weeks."
0,"Complaint regarding broken hand pump."
0,"Pile of rubble on roadside causing obstruction."
0,"Unauthorized posters blocking official street signs."
0,"Complaint about broken gate at public playground."
0,"Manhole overflowing near residential block."
0,"Broken glass pieces scattered on footpath."
0,"Complaint about improper garbage lifting timings."
0,"Street corner dark; request for new street light."
0,"Complaint about overgrown trees touching electric wires."
0,"Water stagnation causing mosquito breeding near shop."
0,"Complaint regarding unclean public dustbins."
0,"Illegal cattle shed built near residential zone."
0,"Complaint about water supply only for limited hours."
0,"Roadside trench dug and left uncovered."
0,"Complaint regarding stray pigs roaming in area."
0,"Drainage water entering basement parking area."
0,"Complaint about damaged entry gate to community park."
0,"Public gym equipment broken for several weeks."
0,"Complaint regarding overflowing garbage bins."
0,"Footpath blocked due to underground cable work."
0,"Noise from factory machines disturbing residents."
0,"Complaint about foul water smell in taps."
0,"Roadside stones scattered after repair work."
0,"Complaint about absence of CCTV surveillance."
0,"Unattended public toilet in unhygienic condition."
0,"Complaint about electric pole nearly falling."
0,"Stray animal shelter needs maintenance."
0,"Complaint about frequent power cuts at night."
0,"Roadside drain uncovered, posing threat."
0,"Complaint about broken cycle stand structure."
0,"Illegal dumping of plastic waste in open plot."
0,"Complaint about uneven road edges causing bike skidding."
0,"Public garden pathway tiles missing."
0,"Complaint regarding poor road markings."
0,"Fallen tree branches blocking half of the road."
0,"Complaint about unauthorized advertisements stuck on walls."
0,"Broken chairs in community hall require replacement."
0,"Request for widening the narrow lane near school."
0,"Complaint about poor-quality water supplied today."
0,"Transformer sparking during rain; dangerous condition."
0,"Complaint about no street cleaning for the last four days."
0,"Roadside hoardings blocking sunlight to nearby houses."
0,"Complaint about loud machinery sound from workshop."
0,"Public sports ground lighting insufficient."
0,"Complaint regarding damaged tiles near metro gate."
0,"Street vendors occupying entire footpath space."
0,"Complaint about damaged public notice kiosk."
0,"Sewer leakage near clinic needing urgent repair."
0,"Complaint about long queue at public water tap."
0,"Stray dogs entering school campus."
0,"Complaint regarding broken overhead water tank pipe."
0,"Traffic cones broken near construction zone."
0,"Complaint about garbage trucks leaking waste water."
0,"Public washbasin without drainage connection."
0,"Complaint about mud accumulation outside shops."
0,"Roadside broken slabs creating unsafe path."
0,"Complaint about noisy compressor machine at workshop."
0,"Open drainage causing bad smell in morning."
0,"Complaint about poorly maintained roundabout garden."
0,"Street dogs barking loudly throughout night."
0,"Complaint about stray cows blocking entrance of market."
0,"Illegal burning of garbage observed at night."
0,"Complaint regarding leak in sewage pipeline."
0,"Footpath narrowed due to unauthorized railing."
0,"Complaint about stagnant water inside empty plot."
0,"Drain cover broken; risk of accidents."
0,"Complaint about poor visibility due to defective streetlights."
0,"Pedestrian crossing too faint; needs repainting."
0,"Complaint about damaged dustbin near bus stop."
0,"Water tanker arriving late for several days."
0,"Complaint about slow water flow from public tap."
0,"Unauthorized construction debris dumped behind houses."
0,"Complaint about large pothole damaging vehicles."
0,"Public garden swings broken; children unable to play."
0,"Complaint about drain water flowing onto main road."
0,"Request for speed breakers near school entrance."
0,"Complaint about loose electric panel door."
0,"Road widening project debris left unattended."
0,"Complaint about dustbins overflowing during weekends."
0,"Street sign fallen due to strong winds."
0,"Complaint about sewer blockage near apartments."
0,"Footpath missing tiles in several places."
0,"Complaint about graffiti on public walls."
0,"Public notice board broken at community center."

1,"You are eligible for a government housing subsidy. Click here to claim immediately."
1,"Congratulations! Your city grievance has been selected for a reward. Call now to receive ₹10,000."
1,"You have won a municipal lottery prize. Reply YES to claim benefits."
1,"Your civic complaint qualifies you for compensation. Visit our website to redeem."
1,"Get free water connection upgrade. Limited slots available. Apply now!"
1,"Your electricity complaint has earned you a bill waiver. Click the link to process immediately."
1,"Urgent: Your grievance account is inactive. Reactivate by calling this toll-free number."
1,"Claim your free LPG refill approved under special citizen scheme. Click here."
1,"Congratulations citizen! You have won a cash prize for submitting a complaint."
1,"Your sanitation grievance qualifies for priority compensation. Reply CLAIM."
1,"Government compensation of ₹25,000 approved for your complaint. Click link to receive now."
1,"Your civic complaint was chosen for a refund. Provide bank details to proceed immediately."
1,"Exclusive offer: Free upgrade to municipal water pipeline. Confirm with YES."
1,"A reward is waiting for you! Your grievance ID has been selected. Call now."
1,"Limited-time offer: Get free drainage repair under special citizen initiative. Apply here."
1,"Your household qualifies for free electricity units. Complete verification immediately."
1,"Alert: Your complaint account will be suspended. Confirm identity here."
1,"You have been selected for a government-funded home improvement scheme. Register now."
1,"Congratulations! Your grievance has been forwarded for ₹50,000 relief fund. Claim now."
1,"Your KYC for grievance support is incomplete. Update now to avoid service disconnection."
1,"Upgrade your water connection to premium flow. Free only for selected citizens."
1,"You have won a free solar panel installation under municipal scheme. Click to apply."
1,"Dear citizen, your complaint has been rewarded with a welfare grant. Claim within 24 hours."
1,"Your sanitation complaint number qualifies for additional benefits. Redeem here."
1,"Warning: Your municipal account has suspicious activity. Verify here."
1,"You have been offered a discount on water tax due to grievance submission. Pay now."
1,"Get 30% cashback on your next electricity bill. Limited offer for active complainants."
1,"Your grievance makes you eligible for free Wi-Fi installation. Register today."
1,"Congratulations! Your complaint ID is randomly selected for a bonus payout."
1,"Your municipal profile is selected for drainage upgrade worth ₹8,000. Confirm now."
1,"This is final notice: Your water connection will be disconnected. Pay immediately."
1,"Your power outage complaint qualifies for VIP support. Pay ₹299 to activate."
1,"Apply for free tap water purifier under government scheme. Limited units available."
1,"Your home is selected for foundation repair subsidy. Share details to proceed."
1,"Your complaint reference wins you a free home inspection. Book now."
1,"Dear citizen, you have earned service credits. Redeem here."
1,"Your electricity bill is overdue. Pay now to avoid penalties."  
1,"Dear user, your grievance wallet has ₹10,000 cashback. Withdraw here."
1,"Get free garbage bin replacement. Click to schedule."
1,"Important: Your address verification failed. Update details here."
1,"You have been chosen for doorstep drainage cleaning at 0 cost. Confirm now."
1,"Your water usage is eligible for discount. Apply today."
1,"Claim free LED bulbs under smart city project. Limited availability."
1,"Your complaint qualifies you for a surprise gift hamper. Redeem now."
1,"You have won a special citizen reward. Confirm details to receive ₹5,000."
1,"Urgent: Municipal account flagged for unusual activity. Verify immediately."
1,"Your sanitation service membership expired. Renew here."
1,"Special scheme: Free pest control for active complainants. Register."
1,"Your electricity supply upgrade is pending approval. Pay booking amount now."
1,"Dear resident, claim free garbage bags for one year. Click here."
1,"Your grievance submission makes you eligible for survey rewards. Take survey now."
1,"Congratulations! You have been shortlisted for free medical insurance."
1,"Dear citizen, unlock your home repair discount voucher. Redeem here."
1,"Water supply boost available for your zone. Confirm participation."
1,"Special offer: You are chosen for priority sewage cleaning service. Pay to confirm."
1,"Important: Your water meter replacement is approved. Complete payment to receive."
1,"Exclusive upgrade: Get new garbage bin worth ₹900 for free. Claim now."
1,"Your municipality tax refund is ready. Provide details to transfer."
1,"Your grievance earns you entry into lucky draw. Reply LUCKY to win."
1,"Verify your identity to continue receiving benefits."
1,"Your street cleaning request qualifies you for cashback. Redeem here."
1,"Congratulations! You qualify for a home painting subsidy."
1,"Dear citizen, your water tank cleaning is free this month. Claim now."
1,"Update your KYC to prevent complaint system suspension."
1,"Your electricity bill rebate is pending. Click to approve."
1,"Your registered issue grants access to special health fund. Proceed now."
1,"Get 50% discount on pipeline repair under welfare scheme."
1,"Your complaint is approved for fast-track resolution. Pay ₹299 to activate."
1,"Special reward unlocked for your grievance submission. Claim today."
1,"Dear resident, your complaint data is expiring. Renew access here."
1,"Upgrade to smart water meter. Free installation for selected users."
1,"Your sanitation rating makes you eligible for annual benefits."
1,"Warning: You are at risk of losing complaint history. Backup now."
1,"Congratulations! You have been selected for free flood insurance."
1,"Your address qualifies for government repair subsidy. Register now."
1,"Dear citizen, activate premium support for faster complaint resolution."
1,"You have been chosen for free streetlight installation. Click to confirm."
1,"Your water tank is eligible for free cleaning. Apply today."
1,"Your complaint qualifies you for ₹15,000 maintenance grant."
1,"Claim emergency support fund by verifying your details."
1,"Your household selected for drainage upgrade. Pay to schedule."
1,"You have received ₹8,000 refund for grievance submission. Withdraw here."
1,"Your complaint history qualifies you for cashback rewards. Redeem online."
1,"Dear citizen, claim your free service toolkit. Click here."
1,"Urgent: Your water pump subsidy is awaiting approval. Complete payment."
1,"Your sanitation grievance earns you a complimentary inspection."
1,"Special offer: Electric panel upgrade for ₹0. Apply now."
1,"Your grievance submission generates a free insurance voucher. Redeem now."
1,"Danger: Your grievance ID has been compromised. Reset here."
1,"Your complaint qualifies you for seasonal benefits. Register."
1,"Dear resident, good news! You won a citizen reward worth ₹7,000."
1,"Unlock free community hall membership via simple verification."
1,"Your water supply upgrade application is incomplete. Finish now."
1,"Congratulations! You are chosen for a welfare lottery prize."
1,"Important: You have pending municipal dues. Pay now to avoid action."
1,"Your sanitation service is upgraded. Activate by paying ₹250."
1,"Dear citizen, your maintenance charges can be waived. Apply now."
1,"Your address qualifies for flood repair assistance."
1,"Your grievance ID is selected for special priority under smart city mission."
1,"Your civic profile is eligible for rewards. Complete verification."
1,"Your water bill will be halved. Confirm eligibility now."
1,"You are chosen for free electricity board inspection. Register today."
1,"Urgent: Your safety inspection has failed. Upload documents now."
1,"Your household selected for eco-friendly incentives. Redeem here."
1,"Dear resident, your streetlight complaint wins you a discount voucher."
1,"Final chance: Claim your ₹12,000 fund before expiration."
1,"Security Alert: Your grievance portal login compromised. Reset immediately."
1,"Exclusive offer: Free tap repair service for selected citizens."
1,"Your water connection will be upgraded free of cost. Confirm now."
1,"Your complaint qualifies for instant benefits. Apply here."
1,"Dear resident, verify your complaint number to approve ₹5,500 grant."
1,"Your zone selected for smart metering upgrade. Register here."
1,"Your grievance selected for community welfare scheme. Apply."
1,"Congratulations! Your complaint makes you eligible for property tax rebate."
1,"Important: Pay ₹199 to activate priority complaint resolution."
1,"Dear citizen, claim free garbage disposal coupons. Click here."
1,"Your account requires immediate verification to avoid suspension."
1,"Your complaint is shortlisted for a ₹10,000 support package."
1,"Your civic details do not match records. Update now."
1,"Exclusive: Free home service visit. Confirm instantly."
1,"Your flood relief eligibility is pending verification."
1,"You qualify for senior citizen special benefits. Apply now."
1,"Complaint escalation available for ₹149. Activate instantly."
1,"Your civic credentials are outdated. Update to retain services."
1,"Dear user, claim ₹4,500 home upgrade grant. Click link."
1,"Your property tax refund has been approved. Collect here."
1,"Your address is selected for free pest control service."
1,"Urgent: Your complaint system login expired. Reactivate."
1,"Dear citizen, you are eligible for a house repair grant. Confirm now."
1,"Your power subsidy has been credited. Withdraw here."
1,"Your complaint registration gives access to a free facility check."
1,"Your maintenance refund of ₹3,200 is ready. Claim now."
1,"Free gas connection upgrade available. Complete form."
1,"Your civic profile eligible for emergency cash benefit. Claim now."
