label,text
spam,"You are a winner! Call 09050090044 to claim your prize now."
ham,"I'll bring the documents tomorrow."
spam,"Congratulations! You have won a prize worth $1000. Call 09050002311."
ham,"Please let me know if you can attend."
spam,"Final notice: Claim your reward by calling 09061701461 now."
ham,"Can you prepare the financial summary?"
spam,"You have been selected for a free gift. Reply GIFT to 84242."
ham,"See you in the meeting room at 11."
spam,"Win prizes now! Text WIN to 87070."
ham,"I'll drop the package by noon."
spam,"You have been chosen to receive a free TV! Call 09061701461."
ham,"Please send the signed form back."
spam,"Exclusive prize for you! Call 09050090044 to claim."
ham,"Let me know if you need help with the presentation."
spam,"You have won a cash prize! Call 09050002311 to claim."
ham,"The report is finalized."
spam,"Claim your reward now. Reply REWARD to 85300."
ham,"I'll update the document tonight."
spam,"You are selected! Call 09061701461 to claim your prize."
ham,"Please confirm your travel arrangements."
spam,"You have won a free voucher! Call 09063458130."
ham,"Thanks for the quick response."
spam,"Get a free trial now. Reply TRIAL to 87077."
ham,"Please check the grammar in the final draft."
spam,"Congratulations! You have won a shopping voucher. Call 09050090044."
ham,"I'll finish the edits by tomorrow morning."
spam,"Act now! Limited time offer for free gifts. Reply FREE to 82155."
ham,"Please arrange the meeting with stakeholders."
spam,"You have been selected for a reward. Call 09065949285 to claim now."
ham,"I'll send the finalized slides by EOD."
spam,"Claim your prize today! Call 09061701461."
ham,"Please find attached the invoice."
spam,"You have won a holiday! Call 09050002311 to claim your reward."
ham,"Thanks for the update; much appreciated."
spam,"Immediate action required: Win a prize now. Reply WIN to 87070."
ham,"Please ensure the equipment is ready before the demo."
spam,"You've been selected for a cash prize! Call 09050001234 to claim."
ham,"Let's do a quick sync at 2 PM."
spam,"Exclusive reward! Reply REWARD to 85300 to claim."
ham,"I'll send the revised figures this afternoon."
spam,"You have won a prize! Call 09061701461 to claim."
ham,"Confirm if you can take the client meeting next week."
spam,"Final chance! Call 09063458130 to claim your prize now."
ham,"Please approve the purchase order."
spam,"You have been selected to receive a free smartphone! Call 09050090044 to claim."
ham,"I'll prepare the handouts for the workshop."
spam,"You have won a cash prize! Call 09050002311 to claim now."
ham,"Can you look over the contract draft?"
spam,"Urgent: You have been awarded a prize. Call 09061701461."
ham,"Please update the task status in the tracker."
spam,"You have been selected for a reward. Reply REWARD to 85300."
ham,"I'll check in with the vendor tomorrow."
spam,"Congratulations! You have won a prize of £1000. Call 09050002311."
ham,"Please send the meeting agenda."
spam,"You have won a free phone! Call 09050090044 to claim your prize."
ham,"I'll be working remotely tomorrow."
spam,"Claim your prize by calling 09061701461 now."
ham,"Please confirm the booking for the conference."
spam,"You are a winner! Reply WIN to 87070 to claim."
ham,"I'll share the contact list shortly."
spam,"You have won a cash reward! Call 09050002311 to claim now."
ham,"Please ensure the slides are uploaded."
spam,"Final notice: You won a prize; call 09063458130 to claim."
